Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy
Atorvastatin,8664,8611,Monthly
Insulin,2466,6797,Quarterly
Insulin,3151,10891,Monthly
Metformin,2135,2100,Weekly
Lisinopril,4529,3398,Quarterly
Insulin,6519,5039,Monthly
Metformin,3575,10070,Weekly
Insulin,7366,10759,Monthly
Metformin,7688,6247,Weekly
Atorvastatin,6476,9053,Monthly
Lisinopril,8344,2606,Weekly
Lisinopril,9475,9273,Weekly
Metformin,2723,9945,Monthly
Lisinopril,1504,1634,Monthly
Metformin,4006,7587,Monthly
Metformin,5890,10836,Monthly
Metformin,9803,6070,Weekly
Insulin,8355,8123,Monthly
Metformin,9707,8949,Weekly
Lisinopril,9095,4405,Quarterly
Lisinopril,8976,5333,Quarterly
Insulin,3244,8475,Monthly
Insulin,4312,2802,Quarterly
Atorvastatin,2641,9022,Quarterly
Metformin,6911,3221,Monthly
Insulin,6991,7000,Quarterly
Insulin,9770,8645,Quarterly
Insulin,4483,9197,Monthly
Metformin,1861,6216,Quarterly
Atorvastatin,3246,9435,Quarterly
Lisinopril,7215,3920,Monthly
Metformin,1909,3107,Weekly
Lisinopril,5183,5940,Quarterly
Lisinopril,6609,9904,Quarterly
Metformin,9443,6285,Monthly
Lisinopril,7956,2680,Monthly
Atorvastatin,8417,4655,Monthly
Insulin,7074,9628,Monthly
Atorvastatin,7903,2824,Weekly
Insulin,6571,7229,Weekly
Lisinopril,7884,4550,Quarterly
Metformin,1457,9382,Weekly
Metformin,3098,4591,Weekly
Insulin,8405,4206,Quarterly
Insulin,9003,6516,Quarterly
Atorvastatin,1004,3517,Weekly
Atorvastatin,9468,9557,Quarterly
Atorvastatin,4202,7204,Monthly
Insulin,5305,6480,Weekly
Insulin,3219,2235,Monthly
Insulin,7979,10790,Monthly
Atorvastatin,1477,7448,Quarterly
Insulin,4511,9073,Weekly
Atorvastatin,2130,8657,Quarterly
Atorvastatin,3630,6501,Monthly
Lisinopril,2650,7298,Weekly
Lisinopril,2760,4632,Quarterly
Insulin,1883,4453,Monthly
Metformin,5520,9731,Quarterly
Atorvastatin,2610,2818,Quarterly
Lisinopril,8294,8928,Quarterly
Metformin,7498,8571,Quarterly
Lisinopril,1175,10033,Monthly
Insulin,8645,7936,Quarterly
Lisinopril,7292,4107,Quarterly
Lisinopril,8487,2845,Quarterly
Metformin,9775,4699,Weekly
Atorvastatin,2532,5112,Monthly
Insulin,1335,3588,Monthly
Insulin,2943,1936,Monthly
Atorvastatin,6003,3000,Quarterly
Metformin,9561,9594,Weekly
Atorvastatin,7555,2239,Weekly
Metformin,5165,9939,Quarterly
Metformin,8653,2511,Weekly
Atorvastatin,6722,6727,Weekly
Lisinopril,9323,3385,Weekly
Atorvastatin,9804,8952,Weekly
Atorvastatin,3345,7007,Quarterly
Lisinopril,3783,3619,Weekly
Atorvastatin,6153,1955,Weekly
Metformin,5362,2211,Monthly
Atorvastatin,5858,5105,Weekly
Lisinopril,5973,7545,Quarterly
Metformin,1323,5541,Weekly
Insulin,7229,5267,Monthly
Insulin,4755,9810,Weekly
Metformin,5720,7830,Weekly
Lisinopril,6587,1720,Monthly
Lisinopril,4668,4746,Weekly
Insulin,1473,4993,Quarterly
Atorvastatin,8363,1856,Quarterly
Metformin,5542,4028,Weekly
Lisinopril,2390,2075,Weekly
Atorvastatin,8956,6196,Weekly
Metformin,9157,10092,Monthly
Metformin,2641,2127,Quarterly
Insulin,1104,7863,Weekly
Metformin,7793,4446,Weekly
Metformin,9188,1876,Weekly
Lisinopril,7076,8481,Weekly
Lisinopril,8828,4909,Weekly
Metformin,4356,10333,Quarterly
Insulin,5773,6478,Quarterly
Metformin,1125,6700,Quarterly
Insulin,2210,5581,Weekly
Insulin,8568,7930,Monthly
Atorvastatin,3548,10063,Monthly
Metformin,8021,4927,Quarterly
Insulin,7365,5947,Weekly
Atorvastatin,3202,5236,Monthly
Atorvastatin,8609,10600,Quarterly
Metformin,1777,4478,Quarterly
Metformin,4422,7146,Monthly
Insulin,7467,5523,Weekly
Insulin,3799,9190,Weekly
Insulin,8352,2089,Weekly
Metformin,7254,3017,Weekly
Insulin,8642,4925,Monthly
Atorvastatin,9509,4694,Monthly
Lisinopril,8187,6079,Quarterly
Lisinopril,2418,7393,Quarterly
Metformin,4922,8799,Weekly
Metformin,3327,10550,Quarterly
Atorvastatin,1801,4040,Weekly
Metformin,4719,4987,Weekly
Atorvastatin,1410,7645,Monthly
Metformin,1951,2793,Monthly
Metformin,2590,5079,Quarterly
Insulin,9290,7715,Weekly
Insulin,6407,4386,Weekly
Insulin,9819,8011,Weekly
Atorvastatin,9872,9795,Quarterly
Insulin,9387,7235,Monthly
Insulin,5580,4332,Weekly
Atorvastatin,5763,3157,Quarterly
Lisinopril,6253,7724,Quarterly
Atorvastatin,2349,4476,Weekly
Insulin,7919,6434,Monthly
Atorvastatin,3498,7103,Weekly
Metformin,4630,2788,Monthly
Metformin,2723,5452,Weekly
Metformin,6484,7058,Quarterly
Lisinopril,1691,9583,Weekly
Metformin,7067,5967,Quarterly
Insulin,5584,2970,Weekly
Lisinopril,1796,3753,Weekly
Metformin,4935,3295,Monthly
Lisinopril,5553,2750,Monthly
Insulin,9193,6515,Monthly
Metformin,9632,4304,Monthly
Lisinopril,1513,5452,Monthly
Metformin,7461,5463,Weekly
Insulin,5354,7510,Quarterly
Atorvastatin,2729,10405,Monthly
Insulin,2963,5884,Monthly
Atorvastatin,5859,5254,Quarterly
Metformin,5198,6816,Monthly
Metformin,4710,7888,Monthly
Metformin,3317,2057,Weekly
Lisinopril,7249,9167,Quarterly
Insulin,8304,7453,Weekly
Lisinopril,2830,8169,Monthly
Insulin,1069,1706,Monthly
Insulin,3709,1970,Quarterly
Metformin,4845,3544,Weekly
Lisinopril,3111,7036,Quarterly
Lisinopril,9827,6415,Quarterly
Lisinopril,8640,7225,Weekly
Metformin,1503,4139,Monthly
Atorvastatin,9732,9379,Quarterly
Metformin,9624,5349,Monthly
Metformin,1690,3351,Monthly
Atorvastatin,8629,8555,Quarterly
Lisinopril,5199,5181,Weekly
Lisinopril,8256,10465,Weekly
Atorvastatin,7349,2265,Weekly
Lisinopril,6760,5432,Quarterly
Metformin,1223,9315,Weekly
Lisinopril,7687,8350,Weekly
Insulin,6743,5015,Quarterly
Lisinopril,5808,10159,Quarterly
Atorvastatin,5102,4329,Monthly
Lisinopril,3902,5529,Monthly
Insulin,6787,7806,Weekly
Lisinopril,2186,5540,Monthly
Insulin,4503,9385,Monthly
Lisinopril,5610,5375,Weekly
Atorvastatin,4081,4841,Monthly
Lisinopril,2496,10263,Monthly
Lisinopril,2518,7474,Weekly
Lisinopril,6050,10137,Monthly
Insulin,3994,4829,Quarterly
Metformin,2458,3357,Quarterly
Insulin,4856,2364,Monthly
Lisinopril,6016,7997,Monthly
Atorvastatin,6598,9447,Weekly
Insulin,2591,4130,Quarterly
Lisinopril,1917,2158,Weekly
Lisinopril,7842,8448,Quarterly
Metformin,5404,5216,Monthly
Atorvastatin,8029,10823,Monthly
Metformin,7367,4463,Monthly
Atorvastatin,8874,6373,Monthly
Atorvastatin,6420,5245,Weekly
Lisinopril,3319,7249,Monthly
Metformin,7718,3695,Weekly
Insulin,1777,4341,Monthly
Atorvastatin,4147,4728,Monthly
Atorvastatin,9694,8842,Monthly
Insulin,8227,7255,Monthly
Metformin,9027,9112,Weekly
Atorvastatin,4179,2935,Quarterly
Metformin,2162,3336,Quarterly
Atorvastatin,9275,7214,Quarterly
Metformin,5950,6217,Monthly
Metformin,9210,6290,Quarterly
Metformin,2525,10588,Quarterly
Metformin,7432,9313,Quarterly
Insulin,5277,8482,Quarterly
Metformin,3529,7415,Quarterly
Insulin,4852,4550,Monthly
Insulin,5197,7615,Monthly
Insulin,8164,1944,Monthly
Metformin,5335,2111,Monthly
Atorvastatin,6576,2788,Weekly
Atorvastatin,8213,7336,Quarterly
Lisinopril,9309,6926,Monthly
Lisinopril,9743,4133,Weekly
Metformin,4015,4086,Monthly
Atorvastatin,8553,1997,Quarterly
Atorvastatin,4720,4117,Weekly
Lisinopril,4283,8333,Quarterly
Metformin,1513,9349,Weekly
Metformin,7233,5305,Monthly
Lisinopril,2470,3617,Weekly
Atorvastatin,5907,9696,Quarterly
Insulin,7608,7378,Weekly
Lisinopril,7736,7623,Quarterly
Atorvastatin,7774,7003,Weekly
Atorvastatin,3880,4086,Quarterly
Insulin,9483,3867,Weekly
Lisinopril,4232,6065,Weekly
Insulin,8276,6731,Monthly
Lisinopril,7216,4740,Monthly
Atorvastatin,9985,7469,Quarterly
Atorvastatin,7329,5031,Monthly
Insulin,3774,8100,Weekly
Atorvastatin,8863,6317,Quarterly
Metformin,1114,2279,Quarterly
Lisinopril,1560,3979,Weekly
Metformin,5596,1633,Monthly
Atorvastatin,7938,1955,Quarterly
Lisinopril,7707,10509,Weekly
Lisinopril,9773,4490,Monthly
Atorvastatin,4697,5700,Quarterly
Lisinopril,5497,9111,Monthly
Atorvastatin,8757,1594,Monthly
Atorvastatin,5547,8517,Monthly
Insulin,9943,2072,Weekly
Insulin,7100,6383,Weekly
Metformin,5511,5771,Quarterly
Insulin,1758,9086,Weekly
Lisinopril,6155,10341,Weekly
Lisinopril,6743,3689,Monthly
Lisinopril,7347,4381,Monthly
Atorvastatin,3361,7328,Weekly
Lisinopril,4277,2908,Quarterly
Metformin,2668,10859,Quarterly
Metformin,1440,10893,Quarterly
Lisinopril,3425,7670,Quarterly
Insulin,2299,10900,Monthly
Atorvastatin,5635,5831,Weekly
Metformin,1019,10981,Weekly
Atorvastatin,7863,9316,Weekly
Metformin,1634,7460,Weekly
Atorvastatin,1212,9076,Quarterly
Atorvastatin,5889,3512,Weekly
Lisinopril,7592,5586,Monthly
Lisinopril,4697,5378,Weekly
Metformin,5240,8132,Quarterly
Atorvastatin,3279,10625,Weekly
Metformin,5371,1867,Monthly
Lisinopril,4650,1711,Monthly
Lisinopril,5038,3518,Weekly
Insulin,3817,3207,Weekly
Insulin,1672,4380,Quarterly
Insulin,9400,2714,Monthly
Insulin,3698,6029,Weekly
Atorvastatin,1668,6276,Weekly
Lisinopril,6191,8207,Monthly
Metformin,7355,6013,Quarterly
Metformin,1513,4281,Quarterly
Metformin,6114,6765,Quarterly
Metformin,7805,7288,Monthly
Insulin,6731,3170,Monthly
Lisinopril,9531,4746,Monthly
Metformin,4544,1971,Weekly
Insulin,3994,5034,Monthly
Metformin,5060,9675,Quarterly
Metformin,9325,8287,Weekly
Metformin,2156,6353,Weekly
Atorvastatin,5523,1650,Quarterly
Lisinopril,1046,7025,Monthly
Lisinopril,4719,9797,Quarterly
Insulin,9045,6440,Weekly
Metformin,8419,4175,Weekly
Atorvastatin,2897,2526,Weekly
Metformin,9496,10530,Weekly
Atorvastatin,5831,2104,Quarterly
Lisinopril,9174,9626,Quarterly
Metformin,9783,10947,Quarterly
Lisinopril,1556,3182,Monthly
Lisinopril,2560,2393,Weekly
Lisinopril,9324,1504,Weekly
Metformin,1959,6075,Weekly
Insulin,1764,7248,Monthly
Insulin,8083,4289,Weekly
Metformin,8823,6362,Quarterly
Metformin,4158,5054,Quarterly
Atorvastatin,7638,5197,Weekly
Insulin,4676,6723,Weekly
Atorvastatin,7241,8783,Monthly
Metformin,1199,10836,Monthly
Atorvastatin,4963,2370,Weekly
Lisinopril,8686,8597,Weekly
Lisinopril,7366,4211,Monthly
Metformin,3990,4593,Weekly
Insulin,8444,10144,Monthly
Insulin,7289,10006,Quarterly
Metformin,6461,8980,Weekly
Metformin,6641,8532,Weekly
Lisinopril,4265,8041,Quarterly
Insulin,3033,5785,Monthly
Insulin,1633,10506,Monthly
Lisinopril,3589,7227,Quarterly
Lisinopril,5082,4272,Quarterly
Lisinopril,8185,9565,Monthly
Lisinopril,1955,4759,Quarterly
Metformin,9389,4850,Quarterly
Lisinopril,3018,7195,Weekly
Insulin,9084,4184,Quarterly
Atorvastatin,8857,2131,Weekly
Atorvastatin,3881,9553,Quarterly
Metformin,1342,10257,Weekly
Metformin,9737,4722,Weekly
Atorvastatin,9775,4066,Quarterly
Atorvastatin,4815,9022,Quarterly
Atorvastatin,8594,10413,Quarterly
Metformin,1761,8491,Weekly
Insulin,2939,5139,Weekly
Atorvastatin,5078,8128,Monthly
Lisinopril,9587,4298,Weekly
Insulin,9034,4591,Monthly
Insulin,8445,5378,Weekly
Atorvastatin,6592,6409,Monthly
Atorvastatin,2480,6173,Quarterly
Lisinopril,6165,4315,Quarterly
Lisinopril,3899,6532,Monthly
Metformin,6390,2333,Monthly
Atorvastatin,8536,8783,Monthly
Lisinopril,1154,1575,Monthly
Insulin,9499,1734,Weekly
Insulin,3624,8470,Weekly
Metformin,2364,3341,Monthly
Insulin,6603,3912,Monthly
Atorvastatin,3971,6454,Quarterly
Lisinopril,1425,3237,Weekly
Atorvastatin,6090,7037,Monthly
Atorvastatin,7234,1942,Weekly
Atorvastatin,5391,8009,Quarterly
Lisinopril,6836,10425,Quarterly
Insulin,3746,4627,Quarterly
Atorvastatin,2814,10825,Monthly
Atorvastatin,6952,10205,Weekly
Atorvastatin,4560,9631,Monthly
Insulin,9253,5083,Weekly
Insulin,6035,4029,Monthly
Lisinopril,4670,8896,Weekly
Atorvastatin,4750,10547,Monthly
Insulin,6800,5892,Quarterly
Lisinopril,7806,7941,Quarterly
Atorvastatin,2847,2734,Monthly
Insulin,1102,4539,Quarterly
Metformin,8345,9117,Monthly
Metformin,9175,10627,Weekly
Metformin,3613,4023,Monthly
Atorvastatin,8415,5007,Quarterly
Insulin,6036,8226,Monthly
Atorvastatin,9985,7313,Quarterly
Metformin,8520,7538,Weekly
Lisinopril,9031,8935,Monthly
Metformin,8319,2225,Monthly
Metformin,4342,4866,Weekly
Insulin,7699,8175,Monthly
Lisinopril,9346,9565,Monthly
Insulin,9867,7491,Monthly
Metformin,2708,7005,Monthly
Metformin,7498,7068,Quarterly
Lisinopril,7460,3874,Weekly
Lisinopril,8357,1520,Quarterly
Lisinopril,2990,8165,Monthly
Atorvastatin,1793,9927,Weekly
Insulin,5701,7123,Weekly
Metformin,4486,2676,Weekly
Atorvastatin,2284,2283,Monthly
Lisinopril,6709,6352,Weekly
Insulin,1213,8611,Monthly
Lisinopril,5919,8948,Weekly
Metformin,1170,6051,Quarterly
Insulin,5520,3617,Quarterly
Metformin,7345,8482,Monthly
Lisinopril,5752,7014,Quarterly
Lisinopril,9628,5040,Weekly
Atorvastatin,9782,6782,Quarterly
Insulin,5205,8534,Weekly
Metformin,8328,6615,Quarterly
Atorvastatin,6594,5919,Monthly
Lisinopril,6999,2239,Quarterly
Atorvastatin,6530,5650,Weekly
Atorvastatin,7613,5889,Monthly
Insulin,5969,5702,Quarterly
Atorvastatin,8407,10032,Monthly
Atorvastatin,7955,1972,Weekly
Atorvastatin,4607,9408,Monthly
Atorvastatin,2472,6735,Quarterly
Insulin,6852,3012,Quarterly
Insulin,5032,10527,Quarterly
Atorvastatin,4778,8942,Quarterly
Atorvastatin,2612,9472,Quarterly
Insulin,4053,2395,Quarterly
Insulin,4707,5276,Weekly
Insulin,9926,8733,Monthly
Metformin,1203,5059,Monthly
Insulin,1031,1906,Monthly
Atorvastatin,1468,7293,Monthly
Atorvastatin,5652,3576,Monthly
Metformin,1500,7594,Weekly
Lisinopril,5218,10981,Monthly
Atorvastatin,9434,2326,Quarterly
Metformin,6027,6561,Weekly
Insulin,6484,5007,Quarterly
Lisinopril,8992,7367,Monthly
Atorvastatin,8173,10645,Weekly
Metformin,9432,5239,Weekly
Lisinopril,9211,8374,Monthly
Atorvastatin,7682,4958,Monthly
Insulin,3862,9651,Weekly
Lisinopril,6610,3480,Monthly
Atorvastatin,7544,6643,Quarterly
Insulin,1959,2475,Monthly
Atorvastatin,6525,7387,Weekly
Insulin,9689,8503,Quarterly
Insulin,6284,9926,Quarterly
Metformin,3513,2082,Weekly
Lisinopril,8748,7232,Weekly
Atorvastatin,5243,5427,Weekly
Metformin,1827,8347,Monthly
Metformin,9722,5414,Monthly
Insulin,8637,9331,Weekly
Atorvastatin,4983,8944,Monthly
Lisinopril,7310,3671,Monthly
Atorvastatin,2059,10738,Weekly
Atorvastatin,7857,1512,Monthly
Lisinopril,9736,2280,Monthly
Metformin,7689,3974,Weekly
Insulin,4002,6411,Monthly
Insulin,7198,10894,Quarterly
Atorvastatin,5979,2587,Monthly
Insulin,1685,3756,Monthly
Lisinopril,1647,10741,Quarterly
Insulin,4058,2271,Monthly
Atorvastatin,5391,7816,Monthly
Atorvastatin,3384,1953,Weekly
Lisinopril,5718,10121,Monthly
Lisinopril,1382,10705,Weekly
Metformin,8427,8853,Quarterly
Insulin,8274,6358,Quarterly
Atorvastatin,8972,8380,Quarterly
Atorvastatin,6196,7704,Weekly
Insulin,9899,2017,Weekly
Lisinopril,5155,7764,Quarterly
Metformin,9594,5733,Weekly
Insulin,1701,5765,Weekly
Atorvastatin,8393,9330,Weekly
Lisinopril,6807,9716,Quarterly
Atorvastatin,8426,1757,Monthly
Lisinopril,6576,3535,Monthly
Lisinopril,7227,4063,Quarterly
Insulin,7270,7357,Weekly
Metformin,2337,4506,Monthly
Insulin,4252,10939,Monthly
Insulin,5682,6407,Monthly
Metformin,9905,7088,Weekly
Metformin,4668,3552,Weekly
Insulin,6384,4107,Quarterly
Metformin,4743,7811,Monthly
Atorvastatin,3992,4239,Weekly
Atorvastatin,1027,7048,Monthly
Metformin,2151,10758,Quarterly
Atorvastatin,2915,2623,Weekly
Atorvastatin,7590,3560,Quarterly
Lisinopril,5992,2018,Weekly
Lisinopril,2987,3456,Monthly
Metformin,6368,9929,Weekly
Lisinopril,4249,7230,Weekly
Insulin,4469,3169,Monthly
Lisinopril,8344,10466,Monthly
Atorvastatin,1810,7339,Quarterly
Metformin,2875,9386,Quarterly
Lisinopril,2189,8165,Weekly
Metformin,4399,9859,Quarterly
Metformin,9277,10823,Weekly
Atorvastatin,8231,8901,Quarterly
Metformin,6578,2395,Quarterly
Insulin,5815,3096,Quarterly
Metformin,6456,3488,Monthly
Lisinopril,3881,2694,Weekly
Metformin,6544,9284,Quarterly
Metformin,5113,2527,Quarterly
Insulin,9225,4864,Quarterly
Lisinopril,2569,7342,Quarterly
Atorvastatin,5273,6717,Weekly
Insulin,7825,5511,Quarterly
Insulin,7679,3890,Weekly
Metformin,7965,3937,Monthly
Atorvastatin,5798,6564,Quarterly
Lisinopril,5997,10298,Weekly
Metformin,4476,10562,Monthly
Metformin,2761,6750,Monthly
Metformin,5876,2110,Monthly
Lisinopril,9852,8643,Monthly
Atorvastatin,6226,7942,Weekly
Lisinopril,4941,10469,Weekly
Metformin,7907,6779,Weekly
Atorvastatin,6139,2653,Monthly
Atorvastatin,1377,2483,Monthly
Atorvastatin,8259,2772,Weekly
Lisinopril,8813,4864,Quarterly
Metformin,5823,10811,Weekly
Atorvastatin,6276,4892,Monthly
Atorvastatin,3178,3293,Quarterly
Lisinopril,6081,5970,Monthly
Metformin,7861,8674,Quarterly
Atorvastatin,1766,7659,Monthly
Atorvastatin,2345,5666,Weekly
Atorvastatin,1235,2911,Weekly
Atorvastatin,6458,8767,Monthly
Insulin,4676,8288,Monthly
Lisinopril,3100,1598,Monthly
Insulin,2584,10067,Weekly
Metformin,7422,2791,Weekly
Atorvastatin,1020,3681,Quarterly
Lisinopril,1893,7716,Monthly
Lisinopril,5093,4704,Monthly
Atorvastatin,6118,9788,Quarterly
Lisinopril,6694,5048,Quarterly
Atorvastatin,7523,6640,Quarterly
Lisinopril,5490,3476,Monthly
Metformin,1214,10563,Monthly
Atorvastatin,8994,9424,Quarterly
Insulin,8208,8823,Quarterly
Atorvastatin,1782,6371,Monthly
Metformin,6713,6544,Monthly
Lisinopril,6571,5172,Weekly
Lisinopril,5837,6473,Quarterly
Metformin,9237,10618,Weekly
Lisinopril,5988,2846,Quarterly
Atorvastatin,9824,9997,Quarterly
Insulin,4339,3660,Weekly
Atorvastatin,7947,8969,Weekly
Atorvastatin,4461,9892,Weekly
Insulin,1190,1621,Weekly
Atorvastatin,8352,5080,Monthly
Atorvastatin,2680,2711,Monthly
Insulin,3156,7638,Monthly
Lisinopril,5528,2513,Quarterly
Metformin,5621,1889,Quarterly
Lisinopril,8001,7388,Weekly
Lisinopril,5146,6043,Quarterly
Atorvastatin,2479,9627,Quarterly
Atorvastatin,7865,9981,Monthly
Insulin,8690,4983,Monthly
Lisinopril,6112,10849,Monthly
Metformin,6397,10915,Weekly
Atorvastatin,8959,5503,Quarterly
Atorvastatin,7887,6330,Quarterly
Lisinopril,3358,10185,Monthly
Insulin,2123,5001,Quarterly
Atorvastatin,6211,8535,Quarterly
Metformin,8484,1783,Weekly
Insulin,3680,6281,Weekly
Insulin,9189,1601,Weekly
Insulin,6522,10880,Quarterly
Atorvastatin,9761,9252,Monthly
Lisinopril,5958,10079,Monthly
Insulin,3681,9783,Monthly
Atorvastatin,5046,6856,Monthly
Atorvastatin,7339,10725,Weekly
Insulin,8511,5060,Quarterly
Insulin,1743,3843,Weekly
Lisinopril,3199,3253,Monthly
Metformin,3586,9777,Weekly
Metformin,6582,6416,Monthly
Lisinopril,4194,4667,Weekly
Lisinopril,7752,8551,Monthly
Lisinopril,4490,10576,Weekly
Insulin,9046,10377,Monthly
Insulin,6330,2085,Weekly
Atorvastatin,9809,3029,Monthly
Metformin,2022,8413,Weekly
Insulin,6613,7226,Quarterly
Metformin,4642,2924,Monthly
Insulin,9346,10396,Monthly
Metformin,1531,7807,Weekly
Insulin,2792,9439,Monthly
Insulin,2526,6401,Weekly
Lisinopril,2688,2310,Monthly
Insulin,8678,9855,Weekly
Metformin,4157,4155,Weekly
Lisinopril,7567,10864,Monthly
Lisinopril,9191,8728,Monthly
Insulin,7654,5787,Quarterly
Metformin,2803,4167,Quarterly
Atorvastatin,8089,5280,Monthly
Atorvastatin,1547,10717,Monthly
Metformin,7904,10983,Weekly
Insulin,1008,3465,Monthly
Atorvastatin,1574,6489,Quarterly
Atorvastatin,9003,6799,Monthly
Insulin,8982,3482,Quarterly
Metformin,9178,4142,Monthly
Atorvastatin,5828,10233,Weekly
Atorvastatin,5749,4913,Quarterly
Lisinopril,5376,7290,Quarterly
Insulin,5883,2493,Weekly
Lisinopril,3643,4820,Quarterly
Lisinopril,4026,1797,Weekly
Atorvastatin,7547,7069,Quarterly
Lisinopril,2914,9856,Quarterly
Insulin,6486,4027,Monthly
Atorvastatin,7345,8788,Monthly
Lisinopril,8388,7853,Monthly
Metformin,9964,7305,Quarterly
Insulin,4850,4059,Monthly
Lisinopril,6835,8496,Quarterly
Atorvastatin,2795,10697,Weekly
Insulin,7841,7048,Weekly
Insulin,2212,8237,Monthly
Metformin,9958,6317,Quarterly
Insulin,7238,5144,Quarterly
Metformin,5504,5537,Quarterly
Metformin,7739,9999,Monthly
Atorvastatin,9691,7041,Monthly
Atorvastatin,4361,9214,Monthly
Insulin,3974,7578,Weekly
Metformin,3272,4756,Weekly
Lisinopril,1534,5649,Quarterly
Lisinopril,2991,7008,Weekly
Insulin,4927,9671,Weekly
Atorvastatin,2441,8801,Weekly
Insulin,2916,2967,Weekly
Lisinopril,3794,9496,Quarterly
Atorvastatin,1500,9935,Weekly
Metformin,9960,5397,Quarterly
Metformin,7072,2132,Weekly
Atorvastatin,5946,8982,Weekly
Lisinopril,1222,3585,Quarterly
Insulin,5024,6985,Quarterly
Lisinopril,7600,10471,Weekly
Lisinopril,6291,8140,Weekly
Insulin,4488,3609,Weekly
Insulin,6188,3465,Quarterly
Lisinopril,5698,7288,Quarterly
Insulin,7852,7645,Monthly
Lisinopril,7499,9311,Quarterly
Lisinopril,2380,9288,Monthly
Lisinopril,7665,4383,Monthly
Metformin,3778,9034,Quarterly
Atorvastatin,3786,5124,Monthly
Lisinopril,8346,5880,Weekly
Lisinopril,5512,3101,Weekly
Lisinopril,9188,9497,Weekly
Lisinopril,1844,2471,Monthly
Insulin,7603,1833,Monthly
Insulin,2323,8899,Weekly
Metformin,2996,2132,Weekly
Lisinopril,9506,4328,Weekly
Atorvastatin,3468,1591,Weekly
Lisinopril,4894,5329,Monthly
Insulin,9271,3220,Weekly
Metformin,4707,10892,Weekly
Atorvastatin,9498,7701,Monthly
Metformin,6187,9583,Weekly
Metformin,4334,9654,Weekly
Metformin,1500,4278,Weekly
Metformin,8159,4197,Monthly
Atorvastatin,9520,5861,Monthly
Insulin,9332,7165,Monthly
Metformin,3102,8532,Weekly
Insulin,9637,10345,Monthly
Lisinopril,3064,9584,Quarterly
Atorvastatin,5542,4974,Monthly
Metformin,4400,8517,Quarterly
Metformin,4891,3103,Quarterly
Insulin,1988,7401,Quarterly
Lisinopril,5389,10976,Quarterly
Metformin,9215,9224,Weekly
Atorvastatin,5064,5771,Quarterly
Metformin,2444,2607,Monthly
Lisinopril,5396,6930,Weekly
Insulin,1490,4430,Monthly
